,指数收盘点位,,,,,,,,,
时间,股票,,,,大宗商品,,债券,,,现金及其等价物
,上证50,沪深300,中证500,中证1000,南华商品指数,标普高盛商品全收益指数,中债-综合财富(1年以下)指数,中债-综合财富(3-5年)指数,中债-综合财富(7-10年)指数,货币基金
2011/03/24,2064.165,3251.361,5169.264,5473.535,1564.4798,5465.23,125.7189,135.9539,133.5822,1134.0985
2011/03/25,2096.286,3294.484,5212.345,5502.752,1571.0817,5462.576,125.7273,135.9488,133.5582,1134.1864
2011/03/28,2103.043,3290.571,5199.552,5493.785,1557.2301,5399.886,125.7573,135.987,133.5562,1134.4485
2011/03/29,2097.564,3257.979,5111.153,5404.851,1558.5895,5418.763,125.7641,135.9679,133.5464,1134.6057
2011/03/30,2101.44,3256.08,5064.545,5357.795,1561.5416,5405.534,125.7718,135.9498,133.4889,1134.7668
2011/03/31,2083.748,3223.288,5000.402,5285.193,1557.5908,5515.06,125.7879,135.9299,133.4704,1134.9177
2011/04/01,2126.451,3272.729,5065.076,5346.701,1555.2139,5559.32,125.7887,135.9582,133.4637,1135.0047
2011/04/06,2175.778,3311.067,5057.84,5345.396,1576.8616,5640.261,125.8402,135.9526,133.4014,1135.4485
2011/04/07,2174.401,3324.419,5089.751,5373.334,1575.3654,5660.671,125.8549,136.0235,133.4565,1135.5367
2011/04/08,2185.316,3353.358,5148.799,5430.062,1593.386,5775.291,125.8622,136.078,133.5153,1135.6343
2011/04/11,2175.964,3333.427,5107.137,5396.874,1600.2887,5697.231,125.8964,136.1414,133.6347,1135.8875
2011/04/12,2165.833,3326.771,5114.459,5377.314,1583.9003,5545.894,125.9126,136.2212,133.7715,1135.9751
2011/04/13,2199.229,3372.031,5165.207,5424.455,1582.5934,5579.525,125.9267,136.3434,133.8095,1136.0574
2011/04/14,2190.147,3353.56,5150.869,5419.136,1563.4367,5587.027,125.9396,136.3967,133.9026,1136.1452
2011/04/15,2201.086,3358.944,5162.415,5418.884,1552.955,5636.538,125.9545,136.4075,134.0264,1136.2394
2011/04/18,2201.371,3359.438,5178.894,5453.712,1555.0931,5567.726,125.9845,136.4247,133.9958,1136.4891
2011/04/19,2151.957,3295.812,5116.144,5408.906,1534.572,5581.431,125.9948,136.4321,134.1022,1136.6004
2011/04/20,2144.274,3295.758,5152.395,5446.993,1553.9477,5679.504,126.0024,136.447,134.1435,1136.6952
2011/04/21,2160.699,3317.367,5188.111,5472.287,1555.6806,5707.182,125.9975,136.4408,134.1409,1136.7892
2011/04/22,2151.669,3299.942,5165.123,5430.406,1561.4448,5707.182,126.0169,136.4732,134.1738,1136.8858
2011/04/25,2127.462,3249.574,5054.768,5298.652,1550.7153,5710.899,126.0525,136.4717,134.1942,1137.1435
2011/04/26,2118.326,3230.96,4970.572,5196.523,1539.7859,5706.041,126.0436,136.4649,134.184,1137.2373
2011/04/27,2113.012,3209.503,4913.497,5128.222,1532.1011,5709.085,126.0663,136.5248,134.2054,1137.3512
2011/04/28,2111.489,3161.776,4755.416,4948.711,1544.6223,5700.698,126.074,136.5398,134.2164,1137.458
2011/04/29,2113.871,3192.723,4836.866,5027.552,1526.1556,5758.369,126.1051,136.5838,134.3316,1137.5774
2011/05/03,2114.417,3211.132,4920.57,5119.157,1531.0305,5637.539,126.1399,136.6653,134.3493,1137.9497
2011/05/04,2056.699,3129.028,4814.781,5016.806,1516.554,5551.57,126.148,136.6866,134.4142,1138.0407
2011/05/05,2050.069,3126.117,4827.212,5040.33,1501.7378,5189.544,126.1766,136.7122,134.4847,1138.1347
2011/05/06,2037.748,3121.396,4849.969,5080.042,1476.4284,5114.607,126.1823,136.7923,134.692,1138.2322
2011/05/09,2036.764,3129.759,4889.92,5126.679,1490.7258,5298.166,126.2119,136.8559,134.7959,1138.497
2011/05/10,2057.666,3153.221,4918.674,5169.234,1499.5268,5373.729,126.227,136.8897,134.876,1138.6049
2011/05/11,2048.342,3145.085,4929.488,5179.608,1494.0562,5163.79,126.2398,136.9295,134.9555,1138.7072
2011/05/12,2021.283,3101.603,4863.795,5100.274,1466.1584,5163.602,126.2438,136.9697,135.0793,1138.7994
2011/05/13,2043.259,3128.093,4902.564,5143.46,1498.3793,5182.368,126.2384,136.9061,135.0275,1138.8984
2011/05/16,2019.536,3100.463,4900.706,5141.23,1488.2535,5122.727,126.2663,136.9475,135.054,1139.1628
2011/05/17,2033.78,3116.028,4873.954,5100.069,1491.2885,5101.295,126.2708,136.9445,135.1241,1139.2714
2011/05/18,2053.637,3139.379,4906.189,5137.721,1491.8703,5238.71,126.2803,136.9874,135.1253,1139.3671
2011/05/19,2046.113,3120.639,4879.892,5115.634,1498.1398,5179.707,126.2863,136.9959,135.0788,1139.4708
2011/05/20,2052.544,3121.596,4863.185,5102.129,1498.7776,5219.604,126.2962,137.0125,135.0564,1139.5692
2011/05/23,1993.067,3022.98,4679.527,4907.393,1486.5102,5130.84,126.3167,137.0372,135.0596,1139.8456
2011/05/24,1995.273,3026.223,4672.076,4908.914,1498.2008,5191.189,126.317,137.0008,135.0585,1139.9596
2011/05/25,1971.097,2990.343,4618.748,4855.585,1504.1958,5280.333,126.3248,137.0591,135.0655,1140.0562
2011/05/26,1974.328,2978.381,4572.942,4815.847,1518.6557,5265.434,126.3357,137.112,135.0396,1140.1538
2011/05/27,1976.693,2963.308,4428.894,4644.289,1522.3777,5296.977,126.3516,137.1463,135.1317,1140.2595
2011/05/30,1980.74,2954.506,4345.048,4565.116,1522.4563,5296.977,126.3971,137.1822,135.1472,1140.5582
2011/05/31,2010.564,3001.556,4444.276,4661.693,1525.6195,5361.708,126.4034,137.1825,135.0816,1140.6899
2011/06/01,2002.659,3004.173,4490.892,4723.706,1520.4957,5280.731,126.4102,137.1523,135.0746,1140.8187
2011/06/02,1963.052,2955.705,4429.999,4658.373,1518.6557,5295.33,126.4123,137.128,135.0802,1140.9152
2011/06/03,1974.951,2986.349,4506.196,4739.359,1536.3,5304.971,126.4253,137.1436,135.0724,1141.0502
2011/06/07,1984.446,3004.262,4547.303,4792.018,1530.9077,5278.974,126.4684,137.1911,135.0741,1141.4446
2011/06/08,1980.672,3008.652,4562.972,4826.858,1524.3559,5334.407,126.4746,137.1651,135.0261,1141.5604
2011/06/09,1947.875,2951.889,4456.73,4716.715,1521.4547,5384.911,126.4767,137.1119,134.9804,1141.658
2011/06/10,1951.031,2961.932,4469.049,4724.618,1521.2656,5324.647,126.4793,137.0654,134.8191,1141.7571
2011/06/13,1945.72,2950.348,4468.787,4724.573,1514.4489,5276.752,126.5046,137.0397,134.715,1142.0502
2011/06/14,1970.099,2993.559,4540.939,4796.473,1516.5439,5324.616,126.488,136.8638,134.4946,1142.1471
2011/06/15,1952.076,2963.119,4499.694,4755.425,1525.4068,5144.463,126.445,136.6666,134.0471,1142.2464
2011/06/16,1927.047,2917.578,4402.143,4645.556,1512.5593,5122.416,126.4045,136.5845,133.9517,1142.3445
2011/06/17,1912.379,2892.157,4337.367,4571.232,1509.7231,5079.2,126.3676,136.5307,133.9423,1142.4528
2011/06/20,1904.8,2874.896,4278.753,4505.848,1502.844,5063.05,126.3901,136.5795,134.0778,1142.7676
2011/06/21,1923.816,2909.073,4338.422,4562.736,1513.284,5074.352,126.3888,136.6016,134.3113,1142.8971
2011/06/22,1923.562,2908.582,4321.219,4565.618,1503.3141,5110.387,126.3919,136.5479,134.1435,1143.0012
2011/06/23,1950.874,2957.629,4402.938,4647.985,1499.0958,4924.655,126.3885,136.5261,134.1108,1143.0965
2011/06/24,1997.298,3027.47,4509.18,4757.732,1500.6986,4895.413,126.3948,136.5742,134.3079,1143.1982
2011/06/27,1994.583,3036.491,4568.189,4832.012,1475.9227,4879.682,126.4694,136.7192,134.571,1143.5435
2011/06/28,1993.723,3041.734,4574.477,4850.796,1478.5983,4986.991,126.4943,136.7753,134.5914,1143.6629
2011/06/29,1960.771,3000.169,4511.545,4800.193,1490.3943,5089.612,126.5217,136.7929,134.6307,1143.7705
2011/06/30,1989.433,3044.089,4579.332,4872.268,1505.6008,5077.249,126.5385,136.8102,134.5994,1143.8972
2011/07/01,1986.03,3049.745,4604.746,4899.16,1499.4568,5042.848,126.5716,136.8702,134.7309,1144.0169
2011/07/04,2033.855,3121.98,4719.391,5011.675,1521.5875,5042.848,126.6407,136.912,134.7132,1144.3721
2011/07/05,2029.623,3122.5,4749.424,5055.645,1519.4486,5126.674,126.6431,136.9445,134.7332,1144.4888
2011/07/06,2017.172,3113.712,4760.917,5081.962,1525.7958,5114.335,126.648,136.9248,134.7119,1144.6037
2011/07/07,2006.141,3101.68,4761.452,5073.056,1528.6483,5244.513,126.6423,136.8231,134.671,1144.7263
2011/07/08,2014.733,3109.183,4756.614,5057.722,1536.0813,5202.782,126.6587,136.8571,134.7741,1144.8413
2011/07/11,2010.689,3113.206,4799.42,5110.356,1530.8194,5159.803,126.692,136.8647,134.7703,1145.1876
2011/07/12,1968.076,3056.905,4731.118,5030.082,1523.8814,5231.662,126.7161,136.869,134.8519,1145.3071
2011/07/13,1998.413,3106.247,4825.419,5132.073,1549.4591,5292.82,126.717,136.81,134.7846,1145.4333
2011/07/14,2005.752,3115.745,4866.165,5187.076,1548.8506,5218.499,126.6913,136.758,134.6237,1145.5619
2011/07/15,2012.032,3128.889,4896.043,5229.099,1545.4512,5260.436,126.7144,136.7266,134.5275,1145.6895
2011/07/18,2002.826,3122.6,4895.26,5235.194,1546.8933,5212.532,126.7384,136.6701,134.3911,1146.0359
2011/07/19,1988.297,3095.125,4843.705,5176.185,1559.5866,5265.469,126.7242,136.4986,133.9068,1146.1503
2011/07/20,1983.668,3091.567,4849.057,5184.115,1557.7135,5279.092,126.6911,136.1889,133.4435,1146.2666
2011/07/21,1961.302,3059.139,4784.388,5111.413,1557.2657,5271.601,126.6468,135.9591,133.2437,1146.3814
2011/07/22,1964.828,3067.985,4800.938,5143.206,1561.2182,5318.31,126.6379,135.8822,133.2549,1146.4971
2011/07/25,1909.813,2968.289,4613.73,4920.456,1553.1903,5287.404,126.6773,135.878,133.3503,1146.8343
2011/07/26,1914.154,2977.766,4633.372,4951.521,1568.3324,5316.782,126.6887,135.852,133.294,1146.9484
2011/07/27,1918.787,3000.052,4710.379,5037.957,1574.4973,5267.159,126.7151,135.8508,133.2461,1147.0644
2011/07/28,1900.219,2981.002,4680.898,5013.657,1566.7111,5254.709,126.7157,135.8311,133.227,1147.1757
2011/07/29,1908.213,2972.079,4628.32,4963.417,1559.1813,5200.874,126.7321,135.8578,133.2878,1147.2837
2011/08/01,1909.952,2977.721,4644.462,4995.385,1575.4327,5185.735,126.775,135.8811,133.3525,1147.6338
2011/08/02,1894.323,2956.383,4610.783,4971.388,1565.3031,5183.728,126.7991,135.8775,133.3081,1147.7487
2011/08/03,1893.003,2954.87,4625.173,4995.003,1566.1112,5091.116,126.8124,135.7689,132.9973,1147.86
2011/08/04,1895.43,2960.309,4649.425,5016.52,1556.3142,4889.149,126.8373,135.7557,133.0323,1147.9702
2011/08/05,1850.143,2897.417,4559.018,4896.379,1513.3847,4892.33,126.875,135.8801,133.3637,1148.0806
2011/08/08,1794.431,2793.897,4330.771,4627.101,1505.2638,4699.652,126.9414,136.0078,133.5886,1148.4252
2011/08/09,1801.822,2798.19,4317.107,4619.644,1484.8086,4652.291,126.9713,136.0982,133.7944,1148.5267
2011/08/10,1814.667,2824.12,4378.698,4693.61,1500.0861,4768.119,126.9863,136.1532,133.83,1148.6313
2011/08/11,1840.289,2866.924,4454.394,4780.688,1511.7462,4868.183,127.0159,136.282,134.096,1148.7398
2011/08/12,1838.159,2875.365,4505.886,4838.915,1512.0249,4865.676,127.0434,136.3747,134.0697,1148.844
2011/08/15,1872.389,2917.883,4571.719,4918.885,1521.2368,4943.415,127.0926,136.4636,134.2725,1149.1526
2011/08/16,1862.892,2897.581,4533.321,4888.682,1506.6389,4921.195,127.0971,136.4396,134.2394,1149.2528
2011/08/17,1858.303,2886.013,4513.485,4881.837,1518.7145,4970.432,127.1172,136.4799,134.35,1149.3493
2011/08/18,1824.857,2834.254,4436.101,4789.206,1513.7302,4806.859,127.1226,136.4563,134.2602,1149.4547
2011/08/19,1806.283,2807.664,4395.019,4742.324,1507.6743,4853.501,127.1378,136.5015,134.4723,1149.5586
2011/08/22,1790.136,2777.787,4363.959,4715.704,1503.4873,4888.284,127.1645,136.552,134.506,1149.8815
2011/08/23,1821.192,2821.003,4434.922,4799.179,1515.4005,4936.775,127.1771,136.5116,134.484,1149.9863
2011/08/24,1806.79,2810.016,4427.978,4797.8,1513.6209,4922.614,127.1861,136.4952,134.4417,1150.0916
2011/08/25,1878.479,2903.837,4520.171,4879.624,1509.8898,4941.368,127.1932,136.4682,134.2867,1150.1953
2011/08/26,1876.334,2901.216,4530.423,4905.074,1510.6629,4977.451,127.1916,136.4198,134.2345,1150.3192
2011/08/29,1836.877,2852.809,4490.158,4876.72,1519.5683,5016.073,127.1646,136.0225,133.5067,1150.6503
2011/08/30,1835.072,2841.74,4451.726,4824.919,1529.3247,5088.5,127.1177,135.7293,133.1174,1150.7556
2011/08/31,1841.539,2846.776,4430.538,4798.727,1534.658,5104.938,127.0991,135.732,133.2248,1150.8557
2011/09/01,1840.371,2834.535,4395.069,4771.877,1528.0456,5072.33,127.1282,135.7787,133.4194,1150.9582
2011/09/02,1820.676,2803.854,4344.977,4716.878,1525.4943,5006.142,127.1403,135.8105,133.4377,1151.0558
2011/09/05,1786.465,2743.817,4238.069,4596.131,1513.414,5006.142,127.1733,135.8903,133.6447,1151.3831
2011/09/06,1779.518,2723.303,4204.908,4568.585,1511.3442,4979.247,127.1712,135.9234,133.8197,1151.4787
2011/09/07,1813.864,2779.09,4306.361,4684.104,1526.4235,5084.516,127.1772,135.7759,133.6234,1151.5772
2011/09/08,1799.784,2756.105,4260.155,4635.026,1523.5278,5069.36,127.1917,135.681,133.4913,1151.6775
2011/09/09,1800.934,2751.095,4233.748,4609.577,1526.5364,4976.33,127.2268,135.6931,133.5494,1151.7723
2011/09/13,1783.181,2720.283,4164.288,4532.082,1512.6333,4992.996,127.3107,135.7561,133.7013,1152.2102
2011/09/14,1787.115,2733.108,4212.129,4589.687,1495.0246,4967.392,127.3232,135.7396,133.6998,1152.3046
2011/09/15,1779.684,2729.051,4215.5,4598.446,1496.1996,4996.392,127.3306,135.7303,133.5949,1152.3951
2011/09/16,1784.934,2733.987,4214.816,4598.815,1500.1495,4954.806,127.3153,135.6998,133.496,1152.4873
2011/09/19,1749.705,2679.27,4131.885,4507.677,1463.2435,4847.562,127.3559,135.721,133.4668,1152.8019
2011/09/20,1757.641,2689.845,4151.851,4537.526,1463.2096,4883.137,127.3713,135.7251,133.4973,1152.8935
2011/09/21,1808.37,2771.011,4275.094,4666.074,1468.1975,4844.421,127.3838,135.7098,133.5221,1152.9945
2011/09/22,1750.611,2685.688,4151.8,4529.956,1431.654,4608.788,127.4156,135.7871,133.6079,1153.0927
2011/09/23,1740.322,2669.478,4117.735,4494.477,1388.9331,4546.291,127.4658,135.919,134.1252,1153.1994
2011/09/26,1689.931,2610.919,4051.425,4426.398,1341.4097,4554.828,127.5517,136.2291,134.6874,1153.5209
2011/09/27,1710.987,2637.879,4068.231,4441.807,1373.8119,4703.921,127.5896,136.2588,134.5541,1153.6284
2011/09/28,1695.837,2610.59,3999.782,4358.335,1362.9248,4578.931,127.6148,136.2402,134.4983,1153.7477
2011/09/29,1689.538,2588.185,3871.06,4189.114,1331.3891,4603.519,127.6402,136.3053,134.6472,1153.8633
2011/09/30,1684.497,2581.351,3856.828,4174.447,1362.9292,4483.729,127.664,136.3704,134.8229,1153.9893
2011/10/10,1669.348,2557.082,3832.577,4159.453,1352.2253,4697.663,127.841,136.8551,135.4998,1155.2348
2011/10/11,1675.42,2551.994,3817.927,4152.716,1351.4663,4741.341,127.8767,136.9732,135.7407,1155.352
2011/10/12,1737.358,2644.758,3950.655,4302.102,1366.6028,4748.538,127.9195,136.9981,135.6768,1155.465
2011/10/13,1746.935,2662.601,4001.853,4370.724,1359.9145,4729.207,127.9616,136.9795,135.6544,1155.5781
2011/10/14,1745.214,2653.782,3985.193,4350.424,1372.6149,4844.303,128.0065,137.062,135.9249,1155.6913
2011/10/17,1757.056,2666.951,3997.121,4368.772,1364.3187,4806.332,128.0556,137.2049,136.0511,1156.0384
2011/10/18,1709.283,2592.209,3877.024,4230.954,1331.709,4839.126,128.0985,137.4663,136.3806,1156.1616
2011/10/19,1708.946,2583.081,3854.169,4216.672,1328.83,4757.506,128.1355,137.7825,136.9907,1156.2864
2011/10/20,1674.027,2520.532,3740.469,4088.078,1286.1888,4743.801,128.1817,138.1428,137.5441,1156.4043
2011/10/21,1676.097,2507.877,3671.695,4008.554,1294.7889,4789.14,128.2142,138.1574,137.64,1156.5353
2011/10/24,1729.033,2576.669,3736.765,4071.455,1334.425,4901.686,128.265,138.1743,137.5926,1156.8902
2011/10/25,1751.677,2625.425,3842.978,4185.191,1342.9249,4930.518,128.2567,138.0792,137.3749,1157.0311
2011/10/26,1765.63,2651.652,3884.39,4217.893,1347.807,4843.285,128.2761,138.1649,137.434,1157.1752
2011/10/27,1774.506,2657.478,3888.992,4216.232,1359.1949,4990.445,128.2815,138.1267,137.3637,1157.3265
2011/10/28,1807.056,2709.017,3978.8,4306.396,1368.471,4955.589,128.2863,138.1237,137.3279,1157.4549
2011/10/31,1792.051,2695.307,3999.362,4350.134,1351.1049,4920.722,128.3285,138.2584,137.5426,1157.8265
2011/11/01,1795.392,2697.534,3999.831,4354.996,1343.0174,4873.156,128.3733,138.463,137.7767,1158.0066
2011/11/02,1825.453,2742.39,4072.781,4432.334,1356.1261,4883.301,128.4035,138.6459,138.0024,1158.1441
2011/11/03,1819.042,2744.301,4097.618,4458.448,1336.2765,4943.89,128.4334,138.7386,138.2393,1158.2784
2011/11/04,1831.755,2763.746,4131.13,4491.169,1366.6202,4964.451,128.4791,138.8807,138.358,1158.4273
2011/11/07,1809.798,2736.248,4114.767,4474.752,1351.0174,5012.433,128.5216,138.992,138.5137,1158.8072
2011/11/08,1808.609,2727.71,4057.555,4420.984,1350.1214,5051.62,128.5774,139.1841,138.8597,1158.9434
2011/11/09,1821.756,2751.654,4126.003,4501.262,1351.3599,4987.355,128.6173,139.4613,139.2818,1159.093
2011/11/10,1781.911,2699.588,4064.371,4441.789,1313.1565,5016.958,128.6828,140.1031,140.0547,1159.2278
2011/11/11,1779.514,2695.002,4062.144,4441.938,1325.8241,5050.262,128.7201,140.2944,139.934,1159.375
2011/11/14,1816.057,2750.195,4159.567,4553.241,1355.5088,5013.811,128.7775,140.3698,140.0056,1159.7674
2011/11/15,1808.176,2744.68,4192.665,4587.389,1348.0051,5056.024,128.7801,140.2922,139.8198,1159.9201
2011/11/16,1755.415,2670.116,4088.323,4474.273,1336.968,5103.15,128.7829,140.2334,139.7851,1160.0681
2011/11/17,1748.447,2662.017,4079.536,4474.337,1347.6841,4957.027,128.7775,140.1346,139.6051,1160.2057
2011/11/18,1720.764,2606.495,3963.258,4333.894,1334.2112,4918.34,128.7832,140.1201,139.6063,1160.3399
2011/11/21,1721.386,2609.687,3966.636,4346.996,1323.1931,4868.446,128.8034,140.0077,139.4404,1160.7111
2011/11/22,1722.234,2609.475,3957.93,4341.689,1319.1678,4916.378,128.7971,139.9686,139.4342,1160.8526
2011/11/23,1701.065,2584.011,3942.695,4318.118,1308.2735,4840.904,128.7998,140.047,139.6875,1160.9868
2011/11/24,1704.691,2588.915,3935.273,4311.28,1307.037,4840.904,128.8145,140.1491,139.827,1161.1269
2011/11/25,1691.671,2569.973,3911.356,4280.951,1296.0142,4824.311,128.8277,140.1672,139.8619,1161.2713
2011/11/28,1693.668,2573.321,3915.298,4283.102,1314.427,4890.407,128.8645,140.1817,139.875,1161.6689
2011/11/29,1716.095,2608.569,3980.618,4358.574,1320.7783,4956.026,128.8758,140.0802,139.7937,1161.8575
2011/11/30,1662.748,2521.52,3819.942,4164.115,1309.0611,4990.427,128.8842,140.1297,139.9591,1162.0072
2011/12/01,1713.048,2583.613,3897.019,4254.087,1346.7415,4963.282,128.9764,141.0524,141.1614,1162.1551
2011/12/02,1704.457,2557.311,3817.041,4164.809,1345.1523,4992.713,129.0111,141.2775,141.5426,1162.3182
2011/12/05,1694.496,2521.385,3692.227,4021.213,1347.7496,4986.598,129.0546,141.3561,141.6757,1162.7209
2011/12/06,1689.01,2516.341,3691.804,4022.734,1344.3012,5003.158,129.0551,141.3139,141.5762,1162.859
2011/12/07,1702.454,2528.228,3702.103,4035.026,1353.4556,4955.679,129.0556,141.322,141.58,1162.9908
