,指数收盘点位,,,,,,,,,
时间,股票,,,,大宗商品,,债券,,,现金及其等价物
,上证50,沪深300,中证500,中证1000,南华商品指数,标普高盛商品全收益指数,中债-综合财富(1年以下)指数,中债-综合财富(3-5年)指数,中债-综合财富(7-10年)指数,货币基金
2014/06/26,1478.006,2149.076,3861.95,4793.361,1136.96,5148.56,142.8004,155.3421,151.4777,1289.43
2014/06/27,1473.756,2150.258,3889.323,4829.479,1132,5143.21,142.8243,155.3832,151.4613,1289.67
2014/06/30,1482.405,2165.118,3924.903,4884.397,1126.37,5105.46,142.8817,155.3697,151.388,1290.24
2014/07/01,1481.663,2164.559,3951.726,4915.74,1123.05,5098.59,142.9012,155.247,151.0101,1290.45
2014/07/02,1484.841,2170.867,3979.31,4945.531,1122.55,5074.36,142.9036,155.1213,150.7189,1290.62
2014/07/03,1489.545,2180.192,4019.647,4980.715,1122.04,5064.6,142.9383,155.0327,150.518,1290.77
2014/07/04,1492.463,2178.695,4004.561,4977.585,1119.59,5064.6,142.9592,154.92,150.2221,1290.91
2014/07/07,1492.836,2176.289,4014.488,4970.868,1106.62,5022.07,143.0273,155.0432,150.5324,1291.34
2014/07/08,1491.964,2180.473,4039.707,5014.857,1110.14,4995.25,143.0661,155.087,150.5112,1291.49
2014/07/09,1475.137,2148.71,3982.404,4937.321,1104.36,4957.85,143.0773,155.0849,150.462,1291.65
2014/07/10,1471.168,2142.847,3982.198,4935.691,1101.39,4963.76,143.1023,155.1295,150.4716,1291.81
2014/07/11,1468.541,2148.009,4029.751,4966.176,1100.1,4902.92,143.1143,155.1892,150.5577,1291.96
2014/07/14,1482.777,2171.758,4090.802,5025.24,1098.9,4917.11,143.1627,155.2062,150.4916,1292.37
2014/07/15,1484.662,2174.976,4093.113,4992.831,1097.82,4882.7,143.1493,155.1648,150.2278,1292.52
2014/07/16,1483.176,2170.868,4062.119,4925.461,1097.54,4901.06,143.135,155.0544,149.8235,1292.67
2014/07/17,1473.668,2157.068,4031.44,4907.894,1096.37,4928.51,143.0941,154.8032,149.3587,1292.81
2014/07/18,1478.755,2164.144,4042.521,4910.766,1091.07,4906.64,143.058,154.6462,149.226,1292.97
2014/07/21,1479.837,2166.295,4030.242,4898.25,1091.7,4925.07,143.0992,154.828,149.4187,1293.38
2014/07/22,1495.927,2192.698,4083.288,4966.788,1096.54,4910.79,143.1359,154.9144,149.6301,1293.53
2014/07/23,1506.755,2197.833,4057.113,4897.562,1092.55,4930.72,143.166,154.9954,149.5799,1293.68
2014/07/24,1541.899,2237.015,4054.223,4859.618,1092.71,4906.6,143.2015,155.0719,149.6033,1293.85
2014/07/25,1557.015,2260.454,4089.801,4899.727,1091.44,4931.96,143.2368,155.1685,149.7554,1294.02
2014/07/28,1609.477,2323.897,4168.373,4984.277,1094.47,4914.23,143.3078,155.3188,149.8301,1294.44
2014/07/29,1611.852,2331.369,4207.862,5046.407,1101.76,4901.3,143.3267,155.2957,149.7676,1294.6
2014/07/30,1601.377,2322.011,4214.836,5088.647,1094.79,4877.73,143.3428,155.3201,149.8128,1294.75
2014/07/31,1621.847,2350.251,4257.045,5115.578,1094.55,4835.02,143.3826,155.4051,149.9655,1294.9
2014/08/01,1607.974,2329.402,4210.219,5056.042,1087.27,4802.34,143.4052,155.4686,150.0381,1295.05
2014/08/04,1644.634,2375.62,4278.847,5121.725,1096.05,4823.59,143.4724,155.5402,150.2611,1295.47
2014/08/05,1632.408,2369.353,4300.12,5170.157,1095.26,4790.98,143.4967,155.584,150.2214,1295.61
2014/08/06,1619.012,2363.221,4328.601,5192.31,1090.76,4808.27,143.5211,155.6595,150.3154,1295.76
2014/08/07,1593.419,2327.457,4286.09,5158.503,1094.53,4815.58,143.5414,155.6764,150.3067,1295.91
2014/08/08,1595.662,2331.134,4311.697,5206.203,1092.62,4800.84,143.5614,155.7336,150.2935,1296.07
2014/08/11,1619.253,2365.349,4377.018,5285.675,1091.1,4810.76,143.6178,155.8012,150.2907,1296.48
2014/08/12,1607.91,2357.052,4399.806,5322.304,1084.97,4763.89,143.6337,155.7585,150.2613,1296.82
2014/08/13,1610.139,2358.901,4401.809,5320.846,1080.68,4774.27,143.6408,155.8355,150.399,1296.78
2014/08/14,1596.839,2335.945,4373.504,5302.98,1068.12,4690.52,143.6671,156.0391,150.8409,1296.93
2014/08/15,1612.004,2360.635,4423.636,5359.729,1073.33,4728.72,143.6816,156.1137,151.0073,1297.08
2014/08/18,1613.127,2374.562,4483.544,5449.274,1069.53,4673.3,143.7254,156.1656,151.0279,1297.5
2014/08/19,1609.093,2374.768,4496.938,5473.399,1071.68,4666.44,143.7396,156.1082,150.9538,1297.66
2014/08/20,1600.338,2366.14,4497.399,5461.59,1066.69,4681.01,143.7412,156.0456,150.8921,1297.81
2014/08/21,1587.025,2354.244,4495.44,5477.343,1071.16,4699.67,143.7493,156.1181,150.964,1297.96
2014/08/22,1594.183,2365.364,4521.752,5524.371,1075.05,4693.84,143.7643,156.1405,150.9719,1298.1
2014/08/25,1577.425,2342.863,4487.142,5485.078,1072.96,4694.38,143.8149,156.2519,151.0903,1298.51
2014/08/26,1573.391,2324.092,4407.588,5376.852,1074.05,4708.21,143.8298,156.2433,151.1533,1298.67
2014/08/27,1572.791,2327.595,4421.212,5406.561,1072.27,4714.19,143.8511,156.368,151.4058,1298.82
2014/08/28,1563.889,2311.278,4381.494,5359.559,1065.8,4723.99,143.8752,156.4861,151.5199,1298.98
2014/08/29,1581.284,2338.287,4427.879,5421.286,1064.81,4755.75,143.8997,156.4999,151.4772,1299.15
2014/09/01,1586.022,2355.317,4507.442,5522.776,1058.21,4755.75,143.9582,156.5528,151.4849,1299.61
2014/09/02,1607.499,2386.46,4576.12,5604.66,1065.43,4661.82,143.9754,156.5993,151.5515,1299.76
2014/09/03,1624.032,2408.838,4608.557,5648.724,1057.79,4728,144.0046,156.5516,151.4668,1299.91
2014/09/04,1637.287,2426.224,4647.886,5704.277,1056.56,4696.38,144.0306,156.5585,151.4377,1300.07
2014/09/05,1656.237,2449.259,4666.474,5722.823,1050.11,4673.5,144.052,156.5956,151.4187,1300.23
2014/09/09,1645.112,2445.224,4701.699,5757.871,1037.03,4629.62,144.1131,156.6764,151.4949,1300.8
2014/09/10,1629.985,2432.433,4709.909,5797.449,1032.9,4585.95,144.1211,156.6413,151.5445,1300.95
2014/09/11,1622.815,2423.454,4704.942,5790.101,1027.43,4581.74,144.1312,156.64,151.5387,1301.1
2014/09/12,1630.204,2438.358,4756.949,5862.171,1033.82,4557.72,144.1475,156.6926,151.575,1301.24
2014/09/15,1624.068,2437.189,4807.555,5922.273,1038.79,4562.66,144.2025,156.864,151.8555,1301.64
2014/09/16,1600.916,2388.765,4645.546,5717.842,1036.07,4608.62,144.2115,156.8381,151.8243,1301.81
2014/09/17,1604.916,2401.326,4686.047,5757.993,1043.16,4598.45,144.2317,157.0376,152.3851,1301.97
2014/09/18,1609.869,2408.664,4719.009,5803.722,1034.67,4543.37,144.2677,157.2348,153.0353,1302.13
2014/09/19,1619.581,2425.211,4758.727,5870.094,1020.58,4537.04,144.3078,157.5766,153.8228,1302.29
2014/09/22,1583.886,2378.92,4694.229,5820.683,999.69,4496.28,144.3571,157.6827,154.0591,1302.72
2014/09/23,1595.642,2399.462,4754.472,5905.165,1002.38,4500.45,144.3725,157.763,154.2313,1302.92
2014/09/24,1625.731,2441.864,4815.71,5984.145,1004.22,4525.35,144.3857,157.6565,153.9996,1303.08
2014/09/25,1618.524,2436.965,4814.735,5989.877,999.66,4521.24,144.4089,157.68,154.1549,1303.26
2014/09/26,1616.088,2437.201,4829.935,6015.45,1009.17,4533.26,144.4245,157.7458,154.1341,1303.44
2014/09/29,1621.816,2447.799,4877.435,6080.097,1005.38,4567.82,144.4924,157.9126,154.4355,1303.92
2014/09/30,1619.697,2450.988,4916.119,6127.134,1009.01,4469.27,144.5161,157.9802,154.5834,1304.09
2014/10/08,1633.571,2478.383,4993.531,6214.97,1006.3,4369.79,144.6611,158.085,154.6104,1305.21
2014/10/09,1634.042,2481.955,5004.001,6238.262,1015.73,4325.05,144.6783,158.0616,154.4851,1305.37
2014/10/10,1621.713,2466.789,4981.853,6216.978,1004.3,4315.9,144.6988,158.0814,154.4902,1305.51
2014/10/13,1605.986,2454.946,4982.681,6216.669,1016.69,4316.18,144.7692,158.2403,154.6752,1305.93
2014/10/14,1600.299,2446.562,4966.083,6203.997,1019.39,4203.74,144.8138,158.6055,155.5082,1306.07
2014/10/15,1612.772,2463.874,4987.707,6222.795,1017.34,4154.86,144.8746,158.999,156.1335,1306.22
2014/10/16,1608.735,2444.395,4906.244,6134.74,1010.28,4194.06,144.9163,159.1611,156.3029,1306.39
2014/10/17,1608.516,2441.732,4860.732,6058.668,1008.32,4206.79,144.9613,159.4544,156.4921,1306.54
2014/10/20,1612.402,2454.711,4929.16,6154.52,1011.21,4183.46,145.0506,159.9943,157.3324,1306.94
2014/10/21,1600.844,2433.391,4884.024,6103.008,1011.26,4212.98,145.1086,160.204,157.7655,1307.1
2014/10/22,1597.125,2418.641,4825.609,6027.51,1013.78,4165.75,145.139,160.1962,157.3958,1307.27
2014/10/23,1586.557,2395.936,4755.231,5930.483,1017.82,4220.03,145.1689,160.2569,157.2212,1307.49
2014/10/24,1583.419,2390.706,4774.666,5941.926,1026.15,4182.43,145.1857,160.2838,157.2699,1307.65
2014/10/27,1559.906,2368.832,4809.518,6006.838,1017.64,4183.9,145.2354,160.3721,157.5124,1308.1
2014/10/28,1585.744,2416.653,4924.955,6163.672,1018.68,4209.31,145.2746,160.5523,157.8218,1308.29
2014/10/29,1608.402,2451.384,4991.755,6246.699,1028.13,4257.58,145.3057,160.8406,158.2368,1308.48
2014/10/30,1619.096,2468.925,4992.63,6241.588,1025.72,4217.69,145.3466,160.918,157.9827,1308.63
2014/10/31,1657.286,2508.325,4986.416,6208.61,1025.18,4201.84,145.3882,161.0397,158.118,1308.78
2014/11/03,1651.052,2512.548,5028.698,6275.993,1014.19,4172.16,145.4638,161.3354,158.739,1309.2
2014/11/04,1645.624,2513.172,5003.47,6231.816,1007.39,4102.52,145.5185,161.8771,159.6358,1309.38
2014/11/05,1637.625,2503.448,4995.443,6227.245,986.72,4121.3,145.5676,162.0704,160.1681,1309.55
2014/11/06,1635.964,2506.067,5024.848,6289.192,991.34,4124.92,145.6004,162.1687,160.1283,1309.71
2014/11/07,1640.323,2502.153,4977.255,6228.167,1000.62,4156.32,145.6272,162.465,160.8734,1309.88
2014/11/10,1689.024,2565.73,5031.001,6246.612,1009.27,4115.03,145.684,162.9428,161.5407,1310.3
2014/11/11,1710.882,2558.612,4881.48,6023.004,1004.07,4121.15,145.7101,163.1929,161.9226,1310.48
2014/11/12,1731.021,2594.318,4965.384,6120.058,1013.43,4102.56,145.734,163.0682,161.4067,1310.65
2014/11/13,1726.337,2579.75,4921.671,6023.782,1010.56,3993.9,145.7374,162.8738,161.069,1310.81
2014/11/14,1728.805,2581.093,4909.609,6009.446,1003.3,4044.64,145.7416,162.6043,160.3866,1310.96
2014/11/17,1708.096,2567.101,4958.466,6100.833,1006.1,4048.33,145.7719,162.3955,159.926,1311.36
2014/11/18,1679.423,2541.416,4967.651,6139.522,999.53,4016.6,145.7651,162.3087,160.2673,1311.53
2014/11/19,1671.654,2537.223,4985.101,6193.562,998.94,4009.29,145.7502,162.2562,160.1999,1311.68
2014/11/20,1676.598,2537.099,4974.626,6185.919,998.49,4049.44,145.7202,162.0187,159.9199,1311.83
2014/11/21,1714.711,2583.455,5029.773,6240.774,1001.36,4077.48,145.6745,161.8524,159.7741,1312
2014/11/24,1758.096,2649.258,5112.119,6293.023,999.36,4046.01,145.798,162.8008,162.0333,1312.42
2014/11/25,1777.673,2685.561,5189.001,6392.442,1004.77,4010.85,145.8079,162.788,161.6448,1312.63
2014/11/26,1820.489,2723.018,5214.21,6435.14,998.41,3997.79,145.8403,162.8503,161.6233,1312.82
2014/11/27,1853.004,2754.49,5251.389,6472.587,1007.78,3997.79,145.8592,162.8021,161.6081,1313
2014/11/28,1914.44,2808.819,5245.267,6478.108,998.85,3742.98,145.8482,162.8239,161.7019,1313.18
2014/12/01,1920.38,2819.812,5208.139,6392.464,980.87,3827.08,145.9052,162.9115,161.6455,1313.6
2014/12/02,2021.54,2923.94,5277.657,6457.556,990.28,3742.1,145.9215,162.7231,161.2736,1313.75
2014/12/03,2037.585,2967.549,5339.005,6513.957,991.19,3726.88,145.9034,162.2791,160.283,1313.91
2014/12/04,2160.66,3104.351,5451.962,6605.322,997.53,3711.46,145.8616,161.8668,159.6163,1314.05
2014/12/05,2200.253,3124.885,5333.892,6462.089,998.98,3691.08,145.8081,161.3904,158.5351,1314.19
2014/12/08,2298.849,3252.881,5412.674,6457.511,992.36,3592.7,145.7903,161.0356,158.2513,1314.59
2014/12/09,2182.693,3106.913,5195.406,6161.367,991.22,3622.67,145.5829,160.0648,157.6396,1314.72
2014/12/10,2254.823,3221.546,5374.097,6366.81,998.18,3530.65,145.5919,160.2521,158.3699,1314.86
2014/12/11,2193.542,3183.012,5454.443,6463.316,995.85,3511.66,145.6815,160.4633,158.3567,1315
2014/12/12,2193.287,3193.227,5493.2,6545.19,1001.83,3461.23,145.6975,160.4659,158.3034,1315.14
2014/12/15,2201.536,3217.228,5583.597,6658.145,1004.6,3413.62,145.713,160.486,158.1856,1315.65
2014/12/16,2299.278,3303.402,5606.693,6635.255,993.55,3375.12,145.7121,160.4619,158.448,1315.79
2014/12/17,2383.948,3360.598,5557.286,6551.119,986.82,3404.29,145.6717,160.4648,158.6689,1315.93
2014/12/18,2364.041,3345.927,5558.045,6540.881,987.46,3348.93,145.6151,160.507,158.6671,1316.08
2014/12/19,2390.28,3383.167,5524.122,6438.042,991.74,3407.35,145.6384,160.6264,158.9946,1316.24
2014/12/22,2426.684,3394.481,5305.209,6120.582,987.18,3349.5,145.7395,160.7878,159.1458,1316.69
2014/12/23,2374.954,3324.924,5193.722,6023.366,976.47,3400.88,145.8062,161.0694,159.6554,1316.85
2014/12/24,2270.883,3230.385,5262.365,6154.878,981.25,3336.95,145.8703,161.4921,160.183,1317.03
2014/12/25,2359.655,3335.419,5364.563,6222.506,981.87,3336.95,145.9238,161.61,160.2282,1317.2
2014/12/26,2464.819,3445.839,5422.751,6233.936,982.35,3318.12,145.9742,161.6538,160.2838,1317.36
2014/12/29,2481.663,3455.455,5367.637,6098.979,991.35,3279.68,146.0422,161.7938,160.3142,1317.81
2014/12/30,2523.627,3457.554,5275.085,5982.636,1007.9,3276.98,146.0759,161.8302,160.2376,1317.98
2014/12/31,2581.567,3533.705,5322.714,6027.52,1008.5,3232.8,146.0963,161.8688,160.172,1318.14
2015/01/05,2649.639,3641.541,5417.017,6049.787,996.78,3128.33,146.2008,162.0066,160.3116,1318.9
2015/01/06,2629.402,3641.059,5479.864,6172.392,1006.85,3076.87,146.2262,162.1114,160.3575,1319.08
2015/01/07,2635.231,3643.79,5488.242,6166.769,1002.42,3067.03,146.243,162.2534,160.405,1319.24
2015/01/08,2558.107,3559.259,5444.037,6164.111,1002.31,3066.08,146.2639,162.2903,160.5023,1319.4
2015/01/09,2569.019,3546.723,5409.058,6128.012,997.49,3045.63,146.2914,162.3793,160.4673,1319.56
2015/01/12,2543.852,3513.576,5332.221,6062.283,992.64,2961.66,146.3476,162.4916,160.5863,1320
2015/01/13,2527.828,3514.04,5405.091,6167.117,983.47,2927.4,146.3754,162.7244,160.9453,1320.2
2015/01/14,2534.23,3502.423,5379.738,6139.29,970.54,2985.03,146.4201,163.0216,161.4021,1320.37
2015/01/15,2632.89,3604.121,5449.038,6168.658,976.96,2937.02,146.4727,163.086,161.5683,1320.54
2015/01/16,2653.034,3635.146,5520.123,6252.075,977.16,3003.95,146.5098,163.2838,162.0082,1320.71
2015/01/19,2410.201,3355.155,5281.895,6109.285,983.76,3003.95,146.5692,163.4362,162.2822,1321.17
2015/01/20,2403.724,3396.222,5472.514,6336.631,978.33,2925.62,146.5978,163.4952,162.3917,1321.33
2015/01/21,2542.318,3548.885,5611.694,6465.733,985.53,2963.29,146.6148,163.5736,162.5175,1321.47
2015/01/22,2544.308,3567.613,5690.156,6568.636,987.39,2929,146.6489,163.7032,162.7071,1321.64
2015/01/23,2564.514,3571.732,5633.289,6502.067,985.76,2914.15,146.6733,163.7504,162.8059,1321.81
2015/01/26,2562.363,3607.985,5758.979,6642.612,973.1,2898.13,146.7279,163.888,163.0545,1322.26
2015/01/27,2522.103,3574.931,5773.816,6693.806,981.21,2933.01,146.75,163.879,162.9952,1322.43
2015/01/28,2486.285,3525.323,5739.919,6666.264,980.02,2891.07,146.7464,163.7826,162.773,1322.59
2015/01/29,2442.038,3481.798,5701.205,6625.005,977.37,2878.39,146.7401,163.6799,162.6059,1322.75
2015/01/30,2405.38,3434.39,5632.728,6546.597,968.25,2990.45,146.7421,163.6298,162.6008,1322.92
2015/02/02,2332.533,3353.96,5609.389,6535.903,978.54,3041.53,146.786,163.7306,162.8399,1323.37
2015/02/03,2405.76,3437.445,5707.476,6654.549,985.06,3167.07,146.7959,163.729,162.9955,1323.53
2015/02/04,2372.455,3401.768,5683.519,6653.338,987.18,3038.18,146.8169,163.7358,163.0121,1323.7
2015/02/05,2348.921,3366.946,5654.217,6654.082,984.69,3100.79,146.8808,163.9792,163.3682,1323.86
2015/02/06,2325.241,3312.42,5534.785,6526.949,995.81,3139.97,146.8937,163.9666,163.2674,1324.03
2015/02/09,2366.766,3345.921,5504.974,6474.817,990.42,3181.17,146.944,164.1147,163.4806,1324.49
2015/02/10,2403.548,3406.943,5580.704,6555.818,992.02,3106.21,146.964,164.1947,163.5389,1324.65
2015/02/11,2415.128,3434.124,5641.786,6645.51,992.37,3063.68,146.9802,164.3822,163.8217,1324.87
2015/02/12,2416.449,3442.874,5681.341,6703.815,990.31,3151.57,147.0047,164.518,164.0451,1325.06
2015/02/13,2427.474,3469.828,5769.272,6815.848,1002.8,3219.66,147.033,164.7088,164.3426,1325.24
2015/02/16,2431.21,3499.483,5869.713,6965.301,1006.07,3219.66,147.0954,164.9395,164.744,1325.71
2015/02/17,2445.26,3522.322,5911.098,7020.053,1003.06,3221.64,147.1246,164.9992,164.8047,1325.88
2015/02/25,2407.457,3478.729,5906.538,7004.665,995.1,3162.32,147.2672,165.1741,165.095,1327.05
2015/02/26,2478.061,3566.295,5969.557,7045.268,1004.77,3111.84,147.2904,165.1202,164.9404,1327.22
2015/02/27,2474.595,3572.843,6018.463,7141.888,1005.59,3183.79,147.3032,165.0766,164.8767,1327.39
2015/03/02,2479.237,3601.265,6139.792,7317.677,1010.51,3121.98,147.3647,165.035,164.6889,1327.84
2015/03/03,2396.805,3507.9,6118.656,7282.108,1003.23,3153.36,147.3704,164.8611,164.3702,1328.03
2015/03/04,2397.993,3530.822,6210.421,7411.034,1001.04,3154.55,147.3718,164.8159,164.3369,1328.21
2015/03/05,2366.899,3496.344,6208.988,7450.906,991.12,3134.4,147.3746,164.6299,163.8819,1328.39
2015/03/06,2371.623,3478.52,6133.026,7338.404,985.91,3105.62,147.3798,164.4631,163.709,1328.59
2015/03/09,2429.867,3537.75,6212.236,7450.816,984.3,3090.46,147.4193,164.404,163.4307,1329.05
2015/03/10,2395.428,3520.611,6276.485,7566.481,977.31,3026.9,147.4302,164.3425,163.4466,1329.25
2015/03/11,2408.503,3524.653,6262.892,7566.312,979.67,3040.39,147.4479,164.5505,164.0652,1329.43
2015/03/12,2485.114,3592.844,6260.137,7514.445,987.43,3017.31,147.477,164.6286,164.1923,1329.62
2015/03/13,2495.277,3617.657,6329.576,7649.345,985.39,2942.42,147.4896,164.5745,163.9533,1329.85
2015/03/16,2550.861,3705.671,6516.765,7903.363,982.74,2915.36,147.5482,164.4942,163.4677,1330.36
2015/03/17,2583.198,3757.122,6618.054,7993.243,980.24,2894.22,147.5603,164.434,163.3327,1330.52
2015/03/18,2649.642,3846.055,6728.068,8150.951,970.1,2961.59,147.5756,164.3379,163.234,1330.67
2015/03/19,2630.243,3839.739,6782.463,8216.624,974.74,2932.48,147.5981,164.3212,163.2838,1330.84
2015/03/20,2680.679,3892.574,6850.897,8318.829,974.93,2978.45,147.619,164.4051,163.5346,1331.01
2015/03/23,2720.671,3972.061,7017.154,8560.441,989.86,3005.75,147.666,164.4143,163.5084,1331.45
2015/03/24,2683.647,3973.046,7046.123,8655.38,995.1177,2993.48,147.6772,164.2945,163.2313,1331.61
2015/03/25,2649.161,3940.412,7124.872,8784.909,986.3,3027.47,147.6773,164.188,163.0885,1331.8
2015/03/26,2687.762,3949.999,7074.437,8611.864,989.62,3092.39,147.6869,163.8361,162.3071,1331.96
2015/03/27,2689.24,3971.697,7155.945,8710.291,983.61,3012.49,147.688,163.6374,162.1218,1332.13
2015/03/30,2784.456,4088.178,7245.497,8719.22,978.13,3010.16,147.718,163.3698,161.7468,1332.57
2015/03/31,2754.658,4051.204,7253.104,8780.739,973.41,2967.12,147.7126,163.0221,160.8822,1332.74
2015/04/01,2799.451,4123.895,7425.733,9008.201,974.34,3042.35,147.7432,163.2496,161.4006,1332.9
2015/04/02,2781.641,4124.776,7560.648,9238.053,975.69,2999.43,147.7717,163.5981,161.9358,1333.06
2015/04/03,2817.181,4170.538,7679.01,9419.201,974.09,2999.43,147.7914,163.6251,161.7281,1333.21
2015/04/07,2889.452,4260.044,7863.284,9600.722,974.86,3125.87,147.8754,163.6643,161.5987,1333.78
2015/04/08,2952.079,4295.803,7807.997,9455.59,971.45,3016.06,147.9309,163.5573,160.9485,1333.93
2015/04/09,2931.772,4262.138,7746.151,9369.657,961.03,3025.88,147.973,163.6385,161.0346,1334.09
2015/04/10,2986.605,4344.416,7952.189,9600.401,955.71,3063.26,148.0158,163.7317,161.1215,1334.24
2015/04/13,3041.125,4421.073,8122.893,9813.596,969.37,3059.11,148.0663,163.8697,161.4569,1334.7
2015/04/14,3052.407,4438.184,8119.959,9830.062,966.52,3090.85,148.1055,164.1192,161.829,1334.87
2015/04/15,3053.304,4380.513,7802.747,9441.192,966.43,3186.08,148.1377,164.4734,162.2417,1335.07
2015/04/16,3183.302,4513.546,7912.088,9541.766,973.09,3214.45,148.17,164.6073,162.4352,1335.29
2015/04/17,3235.332,4596.136,7980.76,9567.695,974.01,3192.59,148.1976,164.6387,162.5292,1335.47
2015/04/20,3164.461,4521.919,7839.901,9353.612,972.32,3185.97,148.3305,165.3003,163.862,1335.9
2015/04/21,3214.364,4619.164,8112.687,9716.349,977.41,3151.53,148.4084,165.5928,164.4993,1336.05
2015/04/22,3299.221,4739.814,8323.427,9995.262,983.15,3154.5,148.4666,165.5407,164.2793,1336.22
2015/04/23,3273.398,4740.892,8410.703,10105.27,979.62,3217.42,148.5272,165.3998,164.0997,1336.38
2015/04/24,3223.958,4702.641,8419.095,10123.91,991.89,3220.05,148.5295,165.33,163.7852,1336.53
2015/04/27,3308.454,4807.592,8513.016,10174.9,1007.6,3209.69,148.5849,165.508,164.0772,1336.93
2015/04/28,3282.33,4741.861,8266.483,9847.893,1007.74,3214.46,148.603,165.6188,164.1984,1337.07
2015/04/29,3283.282,4774.326,8428.254,10107.4,996.68,3260.59,148.6258,165.728,164.1196,1337.24
2015/04/30,3250.49,4749.886,8469.673,10180.49,1008.69,3295.22,148.6624,165.8265,164.3423,1337.37
2015/05/04,3272.005,4787.741,8510.481,10270.13,1019.87,3283.75,148.7308,165.9978,164.4312,1337.87
2015/05/05,3148.813,4596.837,8199.344,10007.27,1024.63,3332.34,148.7767,165.9571,164.2538,1338.05
2015/05/06,3139.02,4553.327,8082.999,9973.991,1033.05,3335.08,148.8164,165.9384,163.8463,1338.23
2015/05/07,3094.883,4470.089,7903.478,9806.508,1023.46,3263.92,148.8727,166.0031,163.8688,1338.41
2015/05/08,3110.455,4558.404,8201.293,10274.38,1021.8,3278.62,148.9098,166.1803,164.2174,1338.6
2015/05/11,3169.134,4690.532,8558.218,10771.62,1025.56,3259.84,149.0183,166.3608,164.1956,1339.01
2015/05/12,3188.313,4747.421,8745.678,11051.43,1016.63,3319.61,149.1026,166.7418,164.3059,1339.18
2015/05/13,3141.296,4718.436,8824.929,11137.3,1019.75,3321.14,149.1862,167.2517,164.6329,1339.32
2015/05/14,3128.572,4700.778,8813.393,11211.1,1014.68,3323.46,149.306,167.7098,164.9683,1339.49
2015/05/15,3060.411,4617.47,8742.885,11217.93,1016.69,3315.52,149.3907,167.7435,165.169,1339.69
2015/05/18,2998.389,4575.14,8903.595,11542.28,1017.65,3300.65,149.4423,167.7444,165.182,1340.1
2015/05/19,3116.086,4731.222,9124.833,11831.36,1009.42,3217.22,149.4408,167.5562,164.932,1340.34
2015/05/20,3122.85,4754.919,9277.331,12132.37,989.52,3240.74,149.4459,167.5537,164.9149,1340.56
2015/05/21,3150.901,4840.976,9619.223,12586.05,995.67,3295.84,149.4363,167.5399,164.8626,1340.73
2015/05/22,3248.855,4951.335,9778.171,12687.29,998.16,3250.58,149.4653,167.5744,164.9211,1340.89
2015/05/25,3349.945,5099.495,10040.09,12877.87,992.33,3250.58,149.501,167.5613,164.9064,1341.22
2015/05/26,3386.593,5198.918,10373.58,13401.31,994.38,3181.91,149.5176,167.3365,164.3229,1341.36
2015/05/27,3344.738,5181.434,10497.34,13582.55,996.6,3142.28,149.5223,167.2936,164.2834,1341.47
2015/05/28,3124.621,4834.007,9868.424,12818.99,1000.04,3156.71,149.5201,167.0896,163.8071,1341.58
2015/05/29,3111.334,4840.829,9966.845,13027.21,1001.85,3229.74,149.485,166.9215,163.634,1341.71
2015/06/01,3244.319,5076.179,10488.31,13691.17,1001.65,3225.21,149.5303,166.8458,163.2935,1342.06
2015/06/02,3258.31,5161.87,10886.4,14276.32,1006.08,3262.07,149.5533,167.0323,163.654,1342.22
2015/06/03,3238.428,5143.59,10979.99,14356.6,995.77,3208.43,149.5878,167.1121,163.6929,1342.36
2015/06/04,3299.03,5181.416,10965.41,14308.65,996.93,3153.76,149.6275,167.2034,163.7872,1342.55
2015/06/05,3303.988,5230.552,11144.52,14465.75,989.48,3180.91,149.6616,167.2292,163.8354,1342.71
2015/06/08,3458.707,5353.751,11030.92,14099.73,987.7,3172.61,149.7061,167.3529,164.0723,1343.04
2015/06/09,3413.996,5317.461,11013.74,14106.23,987.21,3245.33,149.7064,167.3775,164.1952,1343.16
2015/06/10,3370.3833,5309.112,11208.0577,14461.8111,995.55,3277.03,149.7116,167.3354,164.1016,1343.27
2015/06/11,3347.1161,5306.59,11366.2931,14768.8814,995.63,3242.41,149.7154,167.2875,163.9833,1343.39
2015/06/12,3350.2482,5335.1151,11545.8906,15006.3388,978.57,3205.85,149.6943,167.2574,163.9458,1343.51
2015/06/15,3262.4793,5221.1665,11332.892,14707.7784,975.31,3179.93,149.7041,167.2533,163.6727,1343.8
2015/06/16,3179.6524,5064.8212,10879.8358,14102.2218,974.08,3189.73,149.689,167.2627,163.8607,1343.92
2015/06/17,3211.7065,5138.8307,11100.5456,14407.3131,966.19,3194.9,149.6667,167.2501,163.9434,1344.04
2015/06/18,3068.4878,4930.5491,10731.3787,13934.2148,965.58,3202.51,149.6711,167.3394,164.2157,1344.19
2015/06/19,2903.0573,4637.0517,9987.4074,13024.7156,967.05,3159.19,149.6827,167.3647,164.2218,1344.37
2015/06/23,3003.1629,4786.0906,10046.8849,13047.019,969.52,3212.19,149.7267,167.3176,164.1013,1344.87
2015/06/24,3045.2444,4880.1261,10267.6266,13313.7949,972.94,3185.61,149.734,167.2946,164.0823,1345.06
2015/06/25,2943.9898,4706.5159,9906.1037,12760.4781,963.98,3178.32,149.7483,167.3519,164.0742,1345.18
2015/06/26,2736.695,4336.1947,9078.0648,11730.7481,965.76,3189.86,149.7544,167.341,164.103,1345.33
